"315";"1"
"316";"1"
"317";"6"
"318";"6"
"319";"1"
"319";"6"
"320";"6"
"321";"1"
"321";"6"
"322";"1"
"323";"3"
"324";"1"
"325";"1"
"326";"1"
"327";"1"
"328";"3"
"329";"2"
"330";"1"
"330";"3"
"331";"1"
"332";"1"
"333";"6"
"334";"1"
"335";"1"
"336";"3"
"337";"1"
"337";"2"
"338";"1"
"339";"3"
"340";"1"
"341";"1"
"342";"1"
"343";"3"
"344";"3"
"345";"6"
"346";"1"
"346";"3"
"347";"1"
"348";"1"
"349";"1"
"350";"1"
"351";"1"
"352";"3"
"353";"3"
"354";"3"
"355";"1"
"356";"1"
"357";"6"
"358";"1"
"359";"6"
"360";"3"
"360";"6"
"361";"1"
"362";"3"
"363";"1"
"364";"1"
"365";"3"
"366";"1"
"367";"1"
"368";"3"
"369";"1"
"370";"6"
"371";"1"
"372";"1"
"373";"6"
"374";"2"
"374";"6"
"375";"3"
"376";"1"
"377";"1"
"378";"1"
"379";"1"
"379";"3"
"380";"3"
"381";"1"
"382";"1"
"383";"1"
"384";"1"
"384";"3"
"385";"6"
"386";"1"
"387";"1"
"388";"1"
"389";"6"
"390";"3"
"391";"1"
"392";"1"
"393";"1"
"394";"1"
"395";"1"
"396";"2"
"397";"1"
"398";"1"
"399";"3"
"400";"1"
"401";"1"
"401";"3"
"402";"1"
"403";"3"
"404";"6"
"405";"1"
"406";"2"
"407";"3"
"408";"1"
"408";"2"
"409";"1"
"410";"6"
"411";"3"
"412";"3"
"413";"3"
"414";"1"
"415";"6"
"416";"6"
"417";"1"
"418";"6"
"419";"1"
"420";"6"
"421";"2"
"422";"3"
"423";"3"
"424";"2"
"425";"1"
"426";"2"
"427";"3"
"428";"2"
"429";"1"
"430";"1"
"431";"1"
"432";"6"
"433";"6"
"434";"6"
"435";"1"
"436";"1"
"437";"1"
"438";"6"
"439";"1"
"440";"1"
"440";"6"
"441";"1"
"442";"1"
"443";"1"
"444";"1"
"445";"6"
"446";"3"
"447";"6"
"448";"6"
"449";"2"
"450";"3"
"451";"1"
"452";"3"
"453";"6"
"454";"6"
"455";"1"
"456";"1"
"457";"1"
"458";"1"
"459";"1"
"460";"1"
"460";"6"
"461";"3"
"462";"3"
"463";"1"
"464";"1"
"464";"6"
"465";"3"
"466";"3"
"467";"1"
"467";"2"
"468";"1"
"469";"3"
"470";"1"
"471";"1"
"472";"1"
"473";"3"
"474";"3"
"475";"1"
"475";"3"
"476";"1"
"477";"1"
"478";"3"
"479";"6"
"480";"6"
"481";"3"
"482";"3"
"483";"1"
"484";"1"
"485";"1"
"485";"2"
"486";"1"
"487";"1"
"488";"6"
"489";"1"
"489";"6"
"490";"1"
"491";"1"
"492";"1"
"493";"1"
"493";"6"
"494";"6"
"495";"1"
"495";"3"
"496";"5"
"497";"3"
"498";"1"
"499";"3"
"500";"1"
"501";"1"
"502";"3"
"503";"6"
"504";"1"
"505";"1"
"506";"3"
"507";"1"
"507";"6"
"508";"1"
"509";"2"
"510";"1"
"511";"5"
"512";"3"
"513";"1"
"513";"3"
"514";"3"
"515";"3"
"516";"1"
"517";"1"
"518";"6"
"519";"1"
"519";"6"
"521";"1"
"522";"1"
"523";"2"
"524";"3"
"525";"1"
"526";"1"
"526";"6"
"527";"1"
"528";"5"
"529";"3"
"530";"3"
"531";"1"
"531";"3"
"532";"1"
"533";"1"
"533";"3"
"534";"1"
"534";"2"
"535";"6"
"536";"1"
"537";"1"
"538";"1"
"539";"3"
"540";"1"
"541";"2"
"542";"6"
"543";"1"
"544";"1"
"545";"1"
"545";"3"
"546";"6"
"547";"1"
"548";"2"
"548";"6"
"549";"1"
"549";"6"
"550";"1"
"551";"3"
"552";"3"
"553";"1"
"554";"3"
"555";"1"
"556";"1"
"557";"3"
"559";"1"
"560";"1"
"560";"6"
"561";"5"
"562";"3"
"563";"3"
"564";"1"
"565";"1"
"566";"3"
"567";"1"
"568";"1"
"569";"6"
"570";"2"
"571";"3"
"572";"3"
"573";"5"
"574";"1"
"575";"2"
"576";"1"
"577";"3"
"578";"1"
"579";"2"
"580";"3"
"581";"3"
"582";"3"
"583";"3"
"584";"1"
"585";"3"
"586";"1"
"587";"3"
"588";"3"
"589";"3"
"590";"3"
"591";"1"
"592";"3"
"593";"3"
"594";"3"
"595";"1"
"596";"1"
"597";"1"
"598";"1"
"599";"1"
"600";"3"
"601";"1"
"602";"6"
"603";"2"
"604";"2"
"605";"1"
"606";"3"
"607";"1"
"608";"1"
"609";"1"
"610";"3"
"611";"3"
"612";"1"
"613";"3"
"614";"1"
"615";"3"
"616";"1"
"617";"1"
"618";"3"
"619";"3"
"620";"1"
"621";"6"
"622";"1"
"623";"4"
"624";"4"
"625";"1"
"626";"1"
"627";"1"
"628";"3"
"629";"1"
"630";"3"
"631";"1"
"632";"1"
"633";"1"
"634";"6"
"635";"1"
"636";"1"
"637";"1"
"638";"6"
"639";"3"
"640";"1"
"641";"1"
"642";"1"
"643";"3"
"644";"1"
"645";"1"
"646";"3"
"647";"3"
"648";"3"
"649";"1"
"650";"4"
"651";"1"
"652";"6"
"653";"1"
"654";"3"
"655";"1"
"656";"3"
"657";"1"
"658";"6"
"659";"3"
"660";"3"
"661";"1"
"662";"3"
"663";"3"
"664";"1"
"665";"1"
"666";"3"
"667";"1"
"668";"1"
"669";"1"
"670";"1"
"671";"6"
"672";"3"
"673";"3"
"674";"1"
"675";"3"
"676";"2"
"677";"1"
"678";"1"
"679";"1"
"680";"6"
"681";"1"
"682";"1"
"683";"1"
"684";"3"
"685";"1"
"686";"1"
"687";"3"
"688";"1"
"689";"1"
"690";"1"
"691";"3"
"692";"1"
"693";"1"
"694";"3"
"695";"1"
"696";"1"
"697";"3"
"698";"1"
"699";"3"
"700";"3"
"701";"3"
"702";"1"
"703";"3"
"704";"1"
"705";"3"
"706";"3"
"707";"3"
"708";"3"
"708";"4"
"709";"1"
"710";"3"
"711";"1"
"712";"1"
"713";"3"
"714";"1"
"715";"1"
"716";"1"
"717";"1"
"718";"1"
"719";"3"
"720";"1"
"721";"3"
"722";"3"
"723";"1"
"724";"3"
"725";"3"
"726";"1"
"727";"1"
"728";"1"
"729";"1"
"730";"3"
"731";"1"
"732";"1"
"733";"1"
"734";"1"
"735";"1"
"736";"2"
"737";"1"
"738";"3"
"739";"3"
"740";"3"
"741";"2"
"742";"1"
"743";"3"
"744";"3"
"745";"3"
"746";"1"
"747";"1"
"748";"1"
"749";"1"
"750";"1"
"751";"1"
"752";"6"
"753";"3"
"754";"5"
"755";"3"
"756";"1"
"757";"2"
"758";"1"
"759";"1"
"760";"6"
"761";"1"
"762";"1"
"763";"3"
"764";"1"
"764";"6"
"765";"1"
"766";"1"
"766";"6"
"767";"1"
"768";"1"
"769";"1"
"770";"1"
"771";"1"
"772";"1"
"773";"1"
"774";"1"
"775";"3"
"776";"1"
"777";"1"
"778";"3"
"779";"3"
"780";"1"
"781";"1"
"782";"3"
"783";"3"
"784";"3"
"785";"1"
"786";"1"
"787";"1"
"788";"6"
"789";"3"
"790";"1"
"791";"1"
"792";"1"
"793";"2"
"793";"3"
"794";"1"
"795";"3"
"796";"3"
"797";"1"
"798";"1"
"799";"3"
"800";"6"
"801";"1"
"802";"1"
"803";"3"
"804";"3"
"805";"3"
"806";"3"
"807";"3"
"808";"1"
"809";"1"
"810";"1"
"810";"2"
"811";"2"
"812";"1"
"813";"1"
"814";"1"
"814";"3"
"815";"1"
"816";"3"
"817";"1"
"817";"6"
"818";"2"
"819";"2"
"820";"1"
"821";"6"
"822";"1"
"823";"1"
"824";"3"
"824";"4"
"825";"1"
"825";"4"
"826";"1"
"827";"3"
"828";"1"
"829";"3"
"830";"3"
"831";"1"
"832";"3"
"832";"4"
"833";"1"
"834";"6"
"835";"6"
"836";"1"
"837";"1"
"838";"1"
"838";"3"
"839";"1"
"839";"6"
"840";"1"
"841";"1"
"842";"2"
"843";"2"
"844";"3"
"845";"3"
"846";"1"
"847";"1"
"848";"1"
"848";"2"
"849";"1"
"850";"3"
"851";"1"
"852";"2"
"853";"1"
"854";"3"
"855";"1"
"856";"1"
"857";"1"
"858";"3"
"859";"3"
"860";"3"
"861";"3"
"862";"1"
"863";"1"
"864";"3"
"865";"1"
"866";"3"
"867";"2"
"868";"3"
"869";"3"
"870";"3"
"871";"1"
"871";"4"
"872";"1"
"873";"4"
"874";"1"
"874";"3"
"875";"3"
"876";"3"
"877";"1"
"877";"3"
"878";"1"
"879";"3"
"880";"3"
"881";"1"
"882";"1"
"883";"1"
"884";"1"
"884";"2"
"885";"3"
"886";"3"
"887";"3"
"888";"1"
"888";"3"
"889";"3"
"890";"2"
"891";"1"
"892";"1"
"892";"3"
"893";"3"
"894";"3"
"895";"3"
"896";"1"
"897";"3"
"898";"3"
"899";"1"
"900";"3"
"901";"6"
"902";"3"
"903";"3"
"904";"3"
"905";"4"
"905";"5"
"906";"3"
"907";"3"
"907";"6"
"908";"1"
"908";"6"
"909";"1"
"910";"2"
"911";"2"
"912";"1"
"912";"2"
"913";"6"
"914";"1"
"915";"1"
"916";"3"
"917";"1"
"918";"1"
"919";"3"
"920";"1"
"921";"4"
"921";"5"
"922";"1"
"923";"1"
"923";"3"
"924";"2"
"925";"2"
"926";"1"
"927";"3"
"928";"1"
"929";"1"
"930";"1"
"931";"1"
"932";"1"
"932";"3"
"933";"3"
"934";"1"
"935";"1"
"936";"3"
"937";"6"
"938";"3"
"939";"3"
"940";"6"
"941";"3"
"942";"3"
"943";"3"
"944";"6"
"945";"3"
"946";"1"
"947";"2"
"948";"1"
"949";"1"
"950";"3"
"951";"1"
"952";"6"
"953";"1"
"954";"1"
"954";"3"
"955";"1"
"956";"1"
"957";"3"
"958";"3"
"959";"1"
"960";"1"
"961";"3"
"962";"6"
"963";"1"
"964";"3"
"965";"1"
"965";"6"
"966";"1"
"967";"1"
"968";"1"
"969";"1"
"969";"6"
"970";"1"
"971";"1"
"972";"1"
"972";"4"
"973";"1"
"974";"3"
"975";"1"
"976";"1"
"977";"1"
"978";"1"
"979";"1"
"980";"2"
"981";"3"
"982";"1"
"983";"1"
"984";"3"
"985";"3"
"986";"2"
"987";"3"
"988";"1"
"989";"1"
"989";"3"
"990";"1"
"991";"1"
"992";"1"
"993";"3"
"994";"1"
"995";"3"
"996";"1"
"997";"1"
"998";"1"
"999";"1"
"1000";"1"
"1001";"3"
"1002";"1"
"1003";"1"
"1004";"1"
"1005";"5"
"1006";"1"
"1006";"2"
"1007";"6"
"1008";"3"
"1009";"6"
"1010";"1"
"1011";"1"
"1012";"1"
"1013";"1"
"1014";"3"
"1015";"1"
"1016";"2"
"1017";"1"
"1018";"1"
"1019";"1"
"1020";"1"
"1021";"1"
"1022";"1"
"1023";"1"
"1024";"1"
"1024";"2"
"1025";"1"
"1026";"1"
"1026";"3"
"1027";"1"
"1028";"3"
"1029";"1"
"1030";"1"
"1031";"1"
"1032";"1"
"1032";"3"
"1033";"1"
"1034";"2"
"1035";"3"
"1036";"1"
"1037";"3"
"1038";"1"
"1039";"3"
"1040";"1"
"1041";"1"
"1042";"6"
"1043";"1"
"1044";"4"
"1045";"2"
"1046";"3"
"1047";"2"
"1047";"6"
"1048";"1"
"1049";"1"
"1050";"3"
"1051";"3"
"1052";"1"
"1052";"6"
"1053";"1"
"1054";"1"
"1055";"2"
"1056";"3"
"1057";"1"
"1058";"4"
"1059";"2"
"1060";"2"
"1060";"6"
"1061";"1"
"1063";"1"
"1064";"3"
"1065";"1"
"1065";"6"
"1066";"1"
"1067";"1"
"1068";"1"
"1069";"1"
"1070";"4"
"1071";"4"
"1072";"1"
"1072";"6"
"1073";"1"
"1074";"1"
"1075";"1"
"1076";"1"
"1077";"6"
"1078";"2"
"1079";"1"
"1080";"2"
"1081";"1"
"1082";"3"
"1083";"1"
"1084";"3"
"1085";"2"
"1086";"2"
"1087";"3"
"1088";"2"
"1089";"2"
"1090";"6"
"1091";"1"
"1092";"1"
"1093";"3"
"1094";"1"
"1094";"2"
"1095";"6"
"1096";"1"
"1097";"3"
"1098";"1"
"1099";"1"
"1100";"3"
"1101";"1"
"1102";"1"
"1103";"3"
"1104";"1"
"1105";"3"
"1106";"3"
"1107";"1"
"1107";"3"
"1108";"3"
"1109";"1"
"1110";"3"
"1111";"1"
"1112";"3"
"1113";"6"
"1114";"1"
"1115";"1"
"1115";"6"
"1116";"3"
"1117";"1"
"1117";"6"
"1118";"2"
"1119";"3"
"1120";"1"
"1121";"1"
"1122";"1"
"1123";"3"
"1124";"6"
"1125";"3"
"1126";"1"
"1127";"3"
"1128";"1"
"1129";"1"
"1130";"3"
"1131";"1"
"1132";"3"
"1133";"6"
"1134";"1"
"1134";"6"
"1135";"1"
"1136";"3"
"1137";"6"
"1138";"3"
"1139";"1"
"1140";"1"
"1141";"1"
"1141";"4"
"1142";"3"
"1143";"6"
"1144";"1"
"1144";"6"
"1145";"3"
"1146";"1"
"1146";"5"
"1147";"3"
